,weight_shap_0_mean,weight_shap_0_std,weight_grad_0_dir_mean,counts,p_value,fold_change,is_deg,is_extra,is_prior_driver,is_target,is_tf
CD6,4.3563425030607e-05,3.855128489912345e-05,-2.35367678e-05,8,0.0030794072810466,0.8081952403105402,True,False,False,False,False
FGD2,4.9521557244090006e-05,9.637029072310114e-05,-4.21217779e-05,8,2.2758353052752264e-05,0.792584885698146,True,False,False,False,False
TAL1,2.8572581286828e-05,3.50628329688391e-05,-9.6282234e-06,8,0.0085004376083062,0.771207931931717,True,False,False,False,True
KNL1,5.309244624522399e-05,0.00014307433282152875,3.25522141e-05,7,0.0016093726656082,1.2773780917113544,True,False,False,False,False
CD38,5.42163565679e-05,0.0001564453858108032,-4.8740789300000004e-05,7,0.0300345158000802,0.8051490872549809,True,False,False,False,False
ZAP70,5.0166417810102996e-05,0.00012472813072199164,-3.44791591e-05,7,0.002523809531961,0.7684397570036127,True,False,False,False,False
CKAP2L,4.6950245371216e-05,7.35724313329528e-05,3.4145267700000004e-05,7,1.315552889028586e-05,1.3929903484419188,True,False,False,False,False
FAM72A,3.7607240107061e-05,2.958238027697187e-05,1.7066183699999997e-05,6,0.0002045505475988,1.4841664466379465,True,False,False,False,False
SLCO2B1,3.4474045889773e-05,7.814722578419479e-05,-2.4810170200000003e-05,6,5.01560589407044e-06,0.8283088913391697,True,False,False,False,False
HK3,4.8814099923083e-05,7.620649225577813e-05,-4.1751554e-05,6,4.311946183320196e-05,0.7588346315890783,True,False,False,False,False
IL12RB1,3.9493435098804e-05,8.074393218217137e-05,-2.0730681e-05,6,0.0226653860688883,0.8114090515898055,True,False,False,False,False
WDFY4,3.9274923653093e-05,0.0001484687352782521,-3.23306759e-05,6,8.421283513601903e-05,0.7860016037299027,True,False,False,False,False
ARHGAP9,3.2895378523872005e-05,9.333978506129052e-05,-3.350917e-05,6,0.0001606051607746,0.8071836954960844,True,False,False,False,False
SMC2,3.8856358100706e-05,9.04516068917399e-05,2.27937275e-05,6,0.0004537603570704,1.206592398382855,True,False,False,False,False
EXO1,3.6595343963121004e-05,0.00013938283334125664,2.10774632e-05,6,0.0011984077171448,1.2654772631813505,True,False,False,False,False
BCL11B,4.2494316205878007e-05,8.274449889138725e-05,3.06200932e-05,6,7.608993291334454e-05,1.4012953794472771,True,False,False,False,True
SASH3,3.10340536055e-05,7.724382621798551e-05,-2.8845269500000003e-05,6,0.0013610112535406,0.811502123556028,True,False,False,False,False
PITX1,6.0166537139608e-05,0.0001018652008509697,1.5186531000000001e-05,5,3.747647158060328e-06,1.5550596985114415,True,False,False,False,True
MYO5C,4.7850492340745e-05,0.00012407911404629037,1.4018913200000001e-05,5,7.607891459031543e-05,0.8020487460044149,True,False,False,False,False
CD300LF,3.4842439630761994e-05,4.7280505129638294e-05,-2.88826521e-05,5,0.000650996741427,0.7663934495058012,True,False,False,False,False
SNX20,3.0774037108988e-05,9.843424380812392e-05,-3.0231871399999998e-05,5,0.0001456446685297,0.7723473808970971,True,False,False,False,False
CD19,3.2303776975902e-05,8.356659720702483e-05,1.29443384e-05,5,0.0482502413564855,0.7458470006650515,True,False,False,False,False
ALDH1A2,4.7859776687580004e-05,0.00015873913853962807,-4.03109005e-05,5,0.0371084037543771,0.7325100295264683,True,False,False,False,False
TBC1D10C,2.7737959807705003e-05,8.476681831348385e-05,-1.3365218999999999e-05,5,0.0024243512030661,0.8057714858857715,True,False,False,False,False
KLF5,2.5821926204555e-05,7.993086576635988e-05,7.946354500000001e-06,5,3.973700717475723e-06,1.2512201050135416,True,False,False,False,True
AKT1,1.9526370458329e-05,3.731626037154309e-05,-1.2838625699999999e-05,5,0.0002251486687106,0.9251617497478012,False,True,False,False,False
