,weight_shap_1_mean,weight_shap_1_std,weight_grad_1_dir_mean,counts,p_value,fold_change,is_deg,is_extra,is_prior_driver,is_target,is_tf
ITGAM,6.0485800519268e-05,3.807376345280294e-05,-2.9215763900000002e-05,9,3.881782599877588e-05,0.8120633531559164,True,False,False,False,False
JARID2,4.1339186597888005e-05,5.413363709991355e-05,2.1020866799999997e-05,9,1.5909385738412083e-09,1.2065338838319488,True,False,False,False,False
CD19,5.9013241382882994e-05,0.00011917400381685747,5.12125248e-05,9,0.0482502413564855,0.7458470006650515,True,False,False,False,False
E2F7,6.8304389134477e-05,0.00012812603625927526,3.0108588099999997e-05,9,5.01560589407044e-06,1.5016808150452483,True,False,False,False,True
ATP1B3,5.2544166595455005e-05,6.66187407047567e-05,1.8698065700000002e-05,8,3.172248076135622e-10,1.29872799254436,True,False,False,False,False
COL4A3,6.9033414902828e-05,0.00014241814184280752,-1.856126547e-05,8,1.4400137734521295e-06,0.4902190313101146,True,False,False,True,False
ITGAL,5.5187213823997e-05,0.00016565382460083383,-2.72265499e-05,8,0.0005200702804946,0.8009549491994271,True,False,False,False,False
IRF8,3.4925745441531e-05,5.981637068910935e-05,-1.9169503299999996e-05,8,0.0022361159745139,0.830493439980905,True,False,False,False,True
PLCB2,5.018021907006999e-05,4.3100734995550165e-05,-3.31942591e-05,8,3.415501966288355e-07,0.7949906299609982,True,False,False,False,False
ST3GAL5,6.434101005320602e-05,0.0001161978934526774,-3.0711244800000005e-05,7,1.050683353908209e-07,0.7085021832053899,True,False,False,False,False
SNCA,4.3161549459478e-05,8.847344082778928e-05,3.8845432599999996e-05,7,0.0180733492046047,1.5287844196768827,True,False,False,False,False
PTPN7,4.0902523103615995e-05,8.120934651337769e-05,-1.97711698e-05,7,0.0008862726537737,0.7977155650672216,True,False,False,False,False
ADGRG5,5.700876288596699e-05,0.00023935460662753282,-1.07425983e-05,7,0.0048953554890354,0.7262427433012965,True,False,False,False,False
CORO1A,4.7390604778485e-05,0.0001304729261596511,-6.9723353e-06,7,1.1769653826387664e-05,0.8230396701284044,True,False,False,False,False
SELENBP1,6.5737531197689e-05,0.0002212372188413861,-2.5534669800000003e-05,6,2.6849628775262773e-08,0.639546581723965,True,False,False,False,False
SLC22A31,7.846021669492401e-05,9.376607217413422e-05,-1.5196180699999998e-05,6,4.665995057656246e-08,0.4486810131953456,True,False,False,False,False
IRF7,8.0738416556108e-05,6.512577263505791e-05,-4.08798632e-05,6,0.0144886053087066,0.6881356573060743,True,False,False,False,True
SLCO2B1,3.9527836356706e-05,0.0001047982024735002,-1.61317303e-05,6,5.01560589407044e-06,0.8283088913391697,True,False,False,False,False
SASH3,3.7049556411237e-05,7.909190060161538e-05,-1.8386353700000003e-05,6,0.0013610112535406,0.811502123556028,True,False,False,False,False
ZAP70,4.4631733165284993e-05,0.00015926999678300143,-2.4388832899999998e-05,6,0.002523809531961,0.7684397570036127,True,False,False,False,False
CAV1,4.1058431976797e-05,0.00010549258529296279,1.1089055699999998e-05,6,0.0009256940763316,1.2119656745511649,True,False,False,False,False
RFC4,3.8643789436682e-05,5.251184499265613e-05,2.91035437e-05,6,0.0004749328479686,1.2200700298918643,True,False,False,False,False
HK3,5.351735189854001e-05,6.760200309513557e-05,-2.8470355600000004e-05,6,4.311946183320196e-05,0.7588346315890783,True,False,False,False,False
STK33,3.5142712592012995e-05,6.820085140024938e-05,2.02951734e-05,6,2.6751756696824624e-05,0.5482274936885972,True,False,False,False,False
IFNG,3.945537073741101e-05,3.102030889588548e-05,-4.97033213e-05,6,0.0241026978501513,0.5365538786053307,True,False,False,False,False
PRNP,4.594598665148501e-05,0.00018177826314394905,2.40164662e-05,5,3.543564415925411e-08,1.2449373584899073,True,False,False,True,False
CD6,2.8412431009593e-05,5.254332284443663e-05,-1.54401017e-05,5,0.0030794072810466,0.8081952403105402,True,False,False,False,False
ZBTB16,3.1583169270591995e-05,6.470947599287682e-05,1.1125180099999998e-05,5,0.0001310036345363,0.4750694582706397,True,False,False,False,True
APBB1IP,3.079664325757701e-05,7.602658953492987e-05,-1.76791307e-05,5,9.794827501585536e-05,0.763155621947773,True,False,False,False,False
CXCR3,2.6287289820916002e-05,8.927766291266815e-05,-1.15113741e-05,4,0.0007436426626895,0.6594240815601308,True,False,False,False,False
BIN2,2.7452724725706e-05,0.00010358372170185228,-1.93326611e-05,4,0.0043677369554106,0.8276239391893895,True,False,False,False,False
CDK6,3.6937746587354e-05,0.00015002512186421146,9.756560799999999e-06,4,5.601669047794205e-09,1.3940336388166754,True,False,False,True,False
CKAP2L,2.60300380435e-05,5.219157008801667e-05,2.03489653e-05,4,1.315552889028586e-05,1.3929903484419188,True,False,False,False,False
ARHGAP9,2.6858205419143002e-05,9.679998856959006e-05,-2.23500053e-05,4,0.0001606051607746,0.8071836954960844,True,False,False,False,False
PRAM1,3.5244099502305e-05,7.844758208603178e-05,-2.5401078699999997e-05,4,4.5436250342647386e-05,0.689342054156937,True,False,False,False,False
CD79B,2.8487098336449e-05,8.916149743298462e-05,2.24692238e-05,4,0.037110060608599,0.7827582013442916,True,False,False,False,False
DOK2,2.6724246296856998e-05,0.00016641223704570515,-1.4939657700000002e-05,4,3.682291891255695e-05,0.7691665962282482,True,False,False,False,False
AKR1C3,5.2914622002243e-05,0.00026700879951666013,-1.38812013e-05,4,0.0455578001981902,1.2846180718534228,True,False,False,False,False
PITX1,5.513878019889101e-05,0.00020997827806505103,7.215000900000001e-06,4,3.747647158060328e-06,1.5550596985114415,True,False,False,False,True
IL1B,3.2116342648798e-05,0.00019616209037255546,-3.843094100000001e-06,4,0.0174888127873093,1.2601131891840849,True,False,False,False,False
DLGAP5,2.8102306643677e-05,6.651189861258066e-05,2.20630494e-05,4,0.0029600853017872,1.2537671501404926,True,False,False,False,False
UBASH3A,2.6714185273047e-05,9.45341492171759e-05,-2.18629298e-05,4,0.0101480350714455,0.7135439775356428,True,False,False,False,False
EXO1,1.9703128674633002e-05,4.9798529345254174e-05,4.05706e-06,3,0.0011984077171448,1.2654772631813505,True,False,False,False,False
TMEM150B,2.1542779355517e-05,3.7156549197655135e-05,-1.56892404e-05,3,2.0418606074024264e-05,0.6362882602065412,True,False,False,False,False
CDK1,1.686024691105e-05,3.6145880692008226e-05,7.422555300000001e-06,3,0.0004970240039701,1.2379924635603612,True,False,False,True,False
IL12RB1,2.0810209186574e-05,9.371752486026052e-05,-1.8955305e-05,3,0.0226653860688883,0.8114090515898055,True,False,False,False,False
SNX20,1.9351645270916e-05,8.305656260865454e-05,-1.30108788e-05,3,0.0001456446685297,0.7723473808970971,True,False,False,False,False
KIF14,1.9369899753813e-05,5.865128090564118e-06,1.59679778e-05,3,0.0001949659284385,1.3299476067337233,True,False,False,False,False
CD38,2.2374587730676e-05,0.00012476670528700873,-9.1842792e-06,3,0.0300345158000802,0.8051490872549809,True,False,False,False,False
KIF23,2.1777592740402e-05,6.523297475029522e-05,2.1663822399999997e-05,3,7.497590611810045e-06,1.2693238244536642,True,False,False,True,False
SP140,1.9499739568575e-05,7.551333871886279e-05,-4.5234189e-06,3,0.0148080054039566,0.8152190635697034,True,False,False,False,True
RASAL3,1.7586589955132002e-05,6.860077779285989e-05,-1.46948921e-05,3,0.0011984077171448,0.7962114465062924,True,False,False,False,False
DTL,2.2358500616564003e-05,0.00015776649371480154,1.6904564499999997e-05,3,1.315552889028586e-05,1.2944776201144856,True,False,False,False,False
BLM,2.0375545988129e-05,0.00011449730375176555,1.1011336e-05,3,0.0006509255610102,1.2628288649108683,True,False,False,True,False
STAT4,1.1826617438247999e-05,5.356430229793746e-05,1.3136481900000001e-05,3,0.0233979586257042,0.8168738475873766,True,False,False,False,True
CBX2,1.6344496994309e-05,9.352931864419709e-05,-7.952677500000001e-06,3,0.0012504999930663,1.218867534387896,True,False,False,False,True
DEPDC1,2.3639917589926e-05,0.00021481345659715858,1.4930474899999999e-05,3,0.000650996741427,1.3549406307895122,True,False,False,False,False
CD3G,1.1671217476016998e-05,3.284028274567445e-05,-9.1472449e-06,2,0.0068418212773949,0.7374317815398135,True,False,False,False,False
ZC3H12D,1.2919512339095e-05,8.357425804725726e-05,-9.0736544e-06,2,0.001899217649891,0.7620391427616985,True,False,False,False,False
NDC80,1.3324687018964999e-05,8.260827412492258e-05,1.23088064e-05,2,0.0082011899465131,1.226340222734812,True,False,False,False,False
COL4A4,1.8865663873648e-05,0.00017522870923905278,-8.383629800000001e-06,2,5.334821376791423e-07,0.549524061646348,True,False,False,False,False
ESCO2,1.6167185595784e-05,5.171168787087804e-05,1.81820364e-05,2,0.0008117133621137,1.412958477278964,True,False,False,False,False
STON2,2.138408621362e-05,0.00019433930900112034,1.2332042600000001e-05,2,1.2829277286482288e-07,1.4254006207765546,True,False,False,True,False
CD40LG,1.3025242783020999e-05,8.494404858762607e-05,-1.41043988e-05,2,0.0086507732648546,0.6203091565960087,True,False,False,False,False
SGO2,1.3591440311632001e-05,0.00011493638638668202,1.25640084e-05,2,0.0059022597539097,1.2721845325339645,True,False,False,False,False
ZMAT1,2.1530159600616e-05,4.884937013761642e-06,-1.08441132e-05,2,2.155470832075791e-05,0.5732966120385242,True,False,False,False,True
AKNA,1.3390842205178001e-05,5.8834526879080505e-05,-1.1163458599999999e-05,2,2.9607038181439545e-06,0.8273640507179996,True,False,False,False,True
MTFR2,1.3095349959769001e-05,4.797836362723232e-05,1.79104251e-05,2,0.0003440876023425,1.3574497436741508,True,False,False,False,False
NKX2-5,2.4834125550946e-05,0.00013630473991547366,1.3237595499999998e-05,2,0.0018901525894435,4.080372631054391,True,False,False,False,True
WAS,1.1315418521004e-05,4.570387954428922e-05,-1.0763597900000001e-05,2,0.0004537603570704,0.8200193324676719,True,False,False,False,False
TMC8,1.3095341929381e-05,0.00013245570069429262,-9.7695968e-06,2,5.630113106605431e-06,0.8113693085176603,True,False,False,False,False
LRRC25,1.3420901348328002e-05,0.00011610806249974334,-6.979905600000001e-06,2,0.0001195731229132,0.8125144465644474,True,False,False,False,False
MCM10,1.319668676249e-05,4.1882944478207255e-05,1.1098883e-05,2,0.0001029787265937,1.3083622734531164,True,False,False,True,False
TBC1D10C,1.1162881060239002e-05,2.946341752449346e-06,-9.1263254e-06,2,0.0024243512030661,0.8057714858857715,True,False,False,False,False
PIK3R5,9.738058587522e-06,1.6746004297724406e-05,-3.2014199999999876e-08,2,0.0007771511194047,0.8292943716326143,True,False,False,False,False
GIMAP1,1.3853644117109e-05,9.286675499923672e-05,-1.07440419e-05,2,2.402182844752759e-05,0.6993566646101191,True,False,False,False,False
P2RY13,1.3350767539495e-05,3.1839148442858027e-05,-1.5029255000000002e-05,2,0.0013046761585034,0.7089044649658174,True,False,False,False,False
KNL1,1.3826564525272e-05,5.029642356889987e-05,9.073009299999999e-06,2,0.0016093726656082,1.2773780917113544,True,False,False,False,False
CCNB2,6.148026174123e-06,0.0,3.1724494e-06,1,3.312136903548156e-05,1.2137587387772446,True,False,False,False,False
CIP2A,6.688887034831e-06,0.0,3.3684699999999996e-06,1,0.001009455419948,1.2690759425225528,True,False,False,False,False
ITK,5.039922392775e-06,0.0,-4.555219199999999e-06,1,0.0158334900924143,0.8114254501616578,True,False,False,False,False
SELPLG,6.512090685658999e-06,0.0,-1.1812298000000001e-06,1,0.0001456446685297,0.8195537296599729,True,False,False,False,False
ERCC6L,7.765997895092999e-06,0.0,1.1558173e-05,1,0.0068398726022067,1.2818684904935431,True,False,False,False,False
PBK,9.53425609095e-06,0.0,5.9635880000000005e-06,1,0.0004334713260827,1.4448089916262488,True,False,False,False,False
POLQ,5.977592991884e-06,0.0,4.702378e-06,1,0.0003775709270185,1.297386004706816,True,False,False,False,False
TAL1,3.563863959649e-06,0.0,-4.5761053e-06,1,0.0085004376083062,0.771207931931717,True,False,False,False,True
NCAPH,6.828081760471e-06,0.0,7.714178e-06,1,0.0002146314195922,1.2452315298782617,True,False,False,False,False
LIN9,7.103960088676e-06,0.0,9.867903999999998e-06,1,0.0005440483258299,1.2897978889128074,True,False,False,False,False
CD8A,6.013832932125e-06,0.0,-8.2564383e-06,1,0.0205859835156413,0.8205794735777561,True,False,False,False,False
APOBR,8.317602447294e-06,0.0,-1.744457e-06,1,0.0001256435696189,0.8015066846072058,True,False,False,False,False
VSIG4,8.729126349844e-06,0.0,-7.2721846e-06,1,0.0007436426626895,0.8209491388080049,True,False,False,False,False
FSCN1,1.4264845137682001e-05,0.0,-6.5419544e-06,1,1.6408132589497815e-05,1.2367575252097134,True,False,False,False,False
AKT1,3.401680237886e-06,0.0,-6.2415964e-06,1,0.0002251486687106,0.9251617497478012,False,True,False,False,False
NFAM1,6.988111170196999e-06,0.0,-5.596355e-06,1,0.0005441094208326,0.8137011972177597,True,False,False,False,False
CD27,6.323198934882999e-06,0.0,-2.4391507e-06,1,0.0079114051499001,0.7779339802854468,True,False,False,False,False
CD300LF,6.190248305995e-06,0.0,-5.792946300000001e-06,1,0.000650996741427,0.7663934495058012,True,False,False,False,False
RRM2,7.157462036989e-06,0.0,5.696472399999999e-06,1,0.0007436426626895,1.2105359705607406,True,False,False,True,False
BRIP1,7.407904543258e-06,0.0,8.759377e-06,1,0.004045213241699,1.229409440341641,True,False,False,False,False
LMX1B,1.4876043088962e-05,0.0,7.80181e-06,1,0.0013425565346181,2.0468505889801256,True,False,False,False,True
PARVG,6.625973777284e-06,0.0,-6.863164e-06,1,3.1405905463516734e-05,0.793919522125431,True,False,False,False,False
SLC2A1,9.781588704926e-06,0.0,-6.1195844e-06,1,7.774952636209425e-07,1.2108031224361997,True,False,False,False,False
CEP55,5.549654607739e-06,0.0,5.680998e-06,1,1.8309039638951908e-05,1.287916480835051,True,False,False,False,False
PIK3CG,6.104724041143e-06,0.0,-6.730602e-06,1,0.0010539177270262,0.7550708946024031,True,False,False,False,False
NUSAP1,8.004888104114e-06,0.0,5.149196e-06,1,6.528180516921621e-05,1.2188883154031032,True,False,False,False,False
CD5,6.079269615935999e-06,0.0,-5.433474e-06,1,0.0091283805968204,0.7993803555177161,True,False,False,False,False
RAD51AP1,7.494209440245e-06,0.0,6.580925000000001e-06,1,0.000650996741427,1.341242235905139,True,False,False,False,False
ADGRF5,7.628154908850999e-06,0.0,-5.054305e-06,1,1.1130099249586224e-05,0.749281561930602,True,False,False,True,False
HMMR,6.7947817505360006e-06,0.0,6.9248496e-06,1,0.0180733492046047,1.2061726142159284,True,False,False,False,False
CD37,6.240583235533e-06,0.0,-3.8600888e-06,1,0.0001606051607746,0.82793658422201,True,False,False,False,False
FAM78A,7.844792728589e-06,0.0,-5.3304393000000005e-06,1,0.000966734927039,0.8097547562652946,True,False,False,False,False
FANCI,7.10661039862e-06,0.0,7.107939e-06,1,8.005404784575874e-05,1.2102335513209683,True,False,False,False,False
